Month Import,state,county,US Region,Probability of Initial Transmission,Infections (Median),Infections (25th Percentile),Infections (75th Percentile),Proportion Infected (Median),Proportion Infected (25th Percentile),Proportion Infected (75th Percentile),Infected in Pregnancy (Median),Infected in Pregnancy (25th Percentile),Infected in Pregnancy (75th Percentile)
4,Mississippi,Union,SE,0.01,1,1,1,3.52E-05,3.52E-05,3.52E-05,0,0,0
5,Mississippi,Union,SE,0.14,2,1,126,7.04E-05,3.52E-05,0.004432,0,0,0
6,Mississippi,Union,SE,0.5,77,8,236,0.002708,0.0002814,0.008301,0,0,2
7,Mississippi,Union,SE,0.7,78.5,20.25,186.8,0.002761,0.0007123,0.006569,0,0,3
8,Mississippi,Union,SE,0.73,14,3,29,0.0004924,0.0001055,0.00102,0,0,0
9,Mississippi,Union,SE,0.5,3,1,5,0.0001055,3.52E-05,0.0001759,0,0,0
10,Mississippi,Union,SE,0.01,1,1,1,3.52E-05,3.52E-05,3.52E-05,0,0,0
11,Mississippi,Union,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Union,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Walthall,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Walthall,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Walthall,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Walthall,SE,0.03,4,3,1338,0.0002732,0.0002049,0.0914,0,0,11.5
5,Mississippi,Walthall,SE,0.31,408,6.5,1858,0.02787,0.000444,0.1269,3,0,12
6,Mississippi,Walthall,SE,0.54,582,101.2,1322,0.03976,0.006916,0.09029,3,0,10.75
7,Mississippi,Walthall,SE,0.75,271,51.5,517,0.01851,0.003518,0.03532,1,0,6
8,Mississippi,Walthall,SE,0.75,26,7,55,0.001776,0.0004782,0.003757,0,0,0
9,Mississippi,Walthall,SE,0.59,5,2,8,0.0003416,0.0001366,0.0005465,0,0,0
10,Mississippi,Walthall,SE,0.1,1,1,1,6.83E-05,6.83E-05,6.83E-05,0,0,0
11,Mississippi,Walthall,SE,0.02,1.5,1.25,1.75,0.0001025,8.54E-05,0.0001195,0,0,0
12,Mississippi,Walthall,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Warren,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Warren,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Warren,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Warren,SE,0,0,0,0,0,0,0,0,0,0
5,Mississippi,Warren,SE,0.25,3,1,78,6.32E-05,2.11E-05,0.001643,0,0,0
6,Mississippi,Warren,SE,0.56,187,17,648.5,0.003938,0.000358,0.01366,0,0,7
7,Mississippi,Warren,SE,0.7,173.5,57,318.8,0.003654,0.0012,0.006713,0,0,3
8,Mississippi,Warren,SE,0.71,21,6,42,0.0004422,0.0001264,0.0008845,0,0,0
9,Mississippi,Warren,SE,0.59,2,1,6.5,4.21E-05,2.11E-05,0.0001369,0,0,0
10,Mississippi,Warren,SE,0.1,1,1,1,2.11E-05,2.11E-05,2.11E-05,0,0,0
11,Mississippi,Warren,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Warren,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Washington,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Washington,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Washington,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Washington,SE,0,0,0,0,0,0,0,0,0,0
5,Mississippi,Washington,SE,0.17,11,2,374,0.0002285,4.16E-05,0.00777,0,0,5
6,Mississippi,Washington,SE,0.56,151,14.75,364,0.003137,0.0003065,0.007563,0.5,0,5
7,Mississippi,Washington,SE,0.63,91,23.5,176,0.001891,0.0004883,0.003657,0,0,3
8,Mississippi,Washington,SE,0.71,14,7,27,0.0002909,0.0001454,0.000561,0,0,0
9,Mississippi,Washington,SE,0.38,3,1.25,5,6.23E-05,2.60E-05,0.0001039,0,0,0
10,Mississippi,Washington,SE,0.05,1,1,2,2.08E-05,2.08E-05,4.16E-05,0,0,0
11,Mississippi,Washington,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Washington,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Wayne,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Wayne,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Wayne,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Wayne,SE,0,0,0,0,0,0,0,0,0,0
5,Mississippi,Wayne,SE,0.3,3,1,1216,0.0001459,4.86E-05,0.05912,0,0,12.75
6,Mississippi,Wayne,SE,0.57,423,37,1042,0.02057,0.001799,0.05066,3,0,10
7,Mississippi,Wayne,SE,0.77,233,102,379,0.01133,0.004959,0.01843,2,0,5
8,Mississippi,Wayne,SE,0.66,27.5,8.25,57,0.001337,0.0004011,0.002771,0,0,0
9,Mississippi,Wayne,SE,0.57,4,2,8,0.0001945,9.72E-05,0.000389,0,0,0
10,Mississippi,Wayne,SE,0.04,1,1,1.25,4.86E-05,4.86E-05,6.08E-05,0,0,0
11,Mississippi,Wayne,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Wayne,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Webster,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Webster,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Webster,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Webster,SE,0,0,0,0,0,0,0,0,0,0
5,Mississippi,Webster,SE,0.24,2.5,1,137.5,0.0002525,0.000101,0.01389,0,0,1
6,Mississippi,Webster,SE,0.54,167.5,3.5,465.5,0.01692,0.0003535,0.04702,0.5,0,4.75
7,Mississippi,Webster,SE,0.73,91,39,213,0.009192,0.003939,0.02152,0,0,0
8,Mississippi,Webster,SE,0.7,10.5,4,30.5,0.001061,0.000404,0.003081,0,0,0
9,Mississippi,Webster,SE,0.58,2,1.25,4,0.000202,0.0001263,0.000404,0,0,0
10,Mississippi,Webster,SE,0.03,1,1,1,0.000101,0.000101,0.000101,0,0,0
11,Mississippi,Webster,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Webster,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Wilkinson,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Wilkinson,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Wilkinson,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Wilkinson,SE,0.04,1,1,1.25,0.0001096,0.0001096,0.000137,0,0,0
5,Mississippi,Wilkinson,SE,0.31,4,2,661.5,0.0004385,0.0002192,0.07251,0,0,5.5
6,Mississippi,Wilkinson,SE,0.57,269,3,1184,0.02949,0.0003288,0.1298,3,0,9
7,Mississippi,Wilkinson,SE,0.75,88,12.5,358.5,0.009646,0.00137,0.0393,0,0,2.5
8,Mississippi,Wilkinson,SE,0.66,38.5,18.5,87,0.00422,0.002028,0.009536,0,0,0
9,Mississippi,Wilkinson,SE,0.56,3,2,6.25,0.0003288,0.0002192,0.0006851,0,0,0
10,Mississippi,Wilkinson,SE,0.08,1,1,1,0.0001096,0.0001096,0.0001096,0,0,0
11,Mississippi,Wilkinson,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Wilkinson,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Winston,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Winston,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Winston,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Winston,SE,0,0,0,0,0,0,0,0,0,0
5,Mississippi,Winston,SE,0.19,55,1.5,422.5,0.003003,8.19E-05,0.02306,0,0,4
6,Mississippi,Winston,SE,0.62,77,2.25,294.8,0.004204,0.0001228,0.01609,0,0,3
7,Mississippi,Winston,SE,0.73,89,23,230,0.004859,0.001256,0.01256,0,0,2
8,Mississippi,Winston,SE,0.67,19,6.5,33,0.001037,0.0003548,0.001802,0,0,0
9,Mississippi,Winston,SE,0.49,3,2,5,0.0001638,0.0001092,0.000273,0,0,0
10,Mississippi,Winston,SE,0.04,1,1,1,5.46E-05,5.46E-05,5.46E-05,0,0,0
11,Mississippi,Winston,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Winston,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Yalobusha,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Yalobusha,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Yalobusha,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Yalobusha,SE,0.01,1,1,1,8.03E-05,8.03E-05,8.03E-05,0,0,0
5,Mississippi,Yalobusha,SE,0.16,3,1.75,108.2,0.000241,0.0001406,0.008696,0,0,0
6,Mississippi,Yalobusha,SE,0.5,17.5,2.25,165.8,0.001406,0.0001808,0.01332,0,0,0
7,Mississippi,Yalobusha,SE,0.77,79,10,132,0.006346,0.0008033,0.0106,0,0,0
8,Mississippi,Yalobusha,SE,0.66,12.5,3,25,0.001004,0.000241,0.002008,0,0,0
9,Mississippi,Yalobusha,SE,0.37,2,1,4,0.0001607,8.03E-05,0.0003213,0,0,0
10,Mississippi,Yalobusha,SE,0.04,1.5,1,2,0.0001205,8.03E-05,0.0001607,0,0,0
11,Mississippi,Yalobusha,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Yalobusha,SE,0,0,0,0,0,0,0,0,0,0
1,Mississippi,Yazoo,SE,0,0,0,0,0,0,0,0,0,0
2,Mississippi,Yazoo,SE,0,0,0,0,0,0,0,0,0,0
3,Mississippi,Yazoo,SE,0,0,0,0,0,0,0,0,0,0
4,Mississippi,Yazoo,SE,0.04,1,1,1,3.65E-05,3.65E-05,3.65E-05,0,0,0
5,Mississippi,Yazoo,SE,0.37,192,1,920,0.00701,3.65E-05,0.03359,0,0,10
6,Mississippi,Yazoo,SE,0.7,561.5,116.5,1204,0.0205,0.004254,0.04397,4,0,12.5
7,Mississippi,Yazoo,SE,0.76,198.5,61.75,392.8,0.007248,0.002255,0.01434,0.5,0,4.25
8,Mississippi,Yazoo,SE,0.71,23,7.5,50,0.0008398,0.0002738,0.001826,0,0,0
9,Mississippi,Yazoo,SE,0.48,3.5,2,7,0.0001278,7.30E-05,0.0002556,0,0,0
10,Mississippi,Yazoo,SE,0.07,1,1,1.5,3.65E-05,3.65E-05,5.48E-05,0,0,0
11,Mississippi,Yazoo,SE,0,0,0,0,0,0,0,0,0,0
12,Mississippi,Yazoo,SE,0,0,0,0,0,0,0,0,0,0
1,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Adair,MW,0.13,6,1,12,0.0002364,3.94E-05,0.0004728,0,0,0
7,Missouri,Adair,MW,0.42,3.5,1.25,8.75,0.0001379,4.93E-05,0.0003448,0,0,0
8,Missouri,Adair,MW,0.4,2,1,4,7.88E-05,3.94E-05,0.0001576,0,0,0
9,Missouri,Adair,MW,0.1,1,1,1,3.94E-05,3.94E-05,3.94E-05,0,0,0
10,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Adair,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Andrew,MW,0.22,1,1,2.75,5.78E-05,5.78E-05,0.000159,0,0,0
7,Missouri,Andrew,MW,0.51,3,1,8,0.0001734,5.78E-05,0.0004625,0,0,0
8,Missouri,Andrew,MW,0.4,1,1,3,5.78E-05,5.78E-05,0.0001734,0,0,0
9,Missouri,Andrew,MW,0.05,1,1,1,5.78E-05,5.78E-05,5.78E-05,0,0,0
10,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Andrew,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Atchison,MW,0.17,2,1,4,0.0003769,0.0001884,0.0007537,0,0,0
7,Missouri,Atchison,MW,0.39,2,1,4,0.0003769,0.0001884,0.0007537,0,0,0
8,Missouri,Atchison,MW,0.19,2,1.5,3,0.0003769,0.0002826,0.0005653,0,0,0
9,Missouri,Atchison,MW,0.03,1,1,1.5,0.0001884,0.0001884,0.0002826,0,0,0
10,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Atchison,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Audrain,MW,0.15,2,1,3.5,7.66E-05,3.83E-05,0.0001341,0,0,0
7,Missouri,Audrain,MW,0.42,4,2,6.75,0.0001533,7.66E-05,0.0002587,0,0,0
8,Missouri,Audrain,MW,0.39,2,1,4,7.66E-05,3.83E-05,0.0001533,0,0,0
9,Missouri,Audrain,MW,0.12,1,1,2,3.83E-05,3.83E-05,7.66E-05,0,0,0
10,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Audrain,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Barry,MW,0.25,2,1,9,5.58E-05,2.79E-05,0.0002512,0,0,0
7,Missouri,Barry,MW,0.42,6,2,8.75,0.0001675,5.58E-05,0.0002442,0,0,0
8,Missouri,Barry,MW,0.37,3,1,4,8.37E-05,2.79E-05,0.0001116,0,0,0
9,Missouri,Barry,MW,0.12,1,1,1,2.79E-05,2.79E-05,2.79E-05,0,0,0
10,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Barry,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Barton,MW,0.19,3,2,11.5,0.0002525,0.0001683,0.0009679,0,0,0
7,Missouri,Barton,MW,0.54,7,2,12.75,0.0005892,0.0001683,0.001073,0,0,0
8,Missouri,Barton,MW,0.49,2,1,3,0.0001683,8.42E-05,0.0002525,0,0,0
9,Missouri,Barton,MW,0.17,1,1,2,8.42E-05,8.42E-05,0.0001683,0,0,0
10,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Barton,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Bates,MW,0.24,2,1,3,0.0001216,6.08E-05,0.0001824,0,0,0
7,Missouri,Bates,MW,0.45,5,2,14,0.000304,0.0001216,0.0008512,0,0,0
8,Missouri,Bates,MW,0.33,3,1,4,0.0001824,6.08E-05,0.0002432,0,0,0
9,Missouri,Bates,MW,0.14,1,1,1,6.08E-05,6.08E-05,6.08E-05,0,0,0
10,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Bates,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Benton,MW,0.12,1.5,1,5,8.03E-05,5.36E-05,0.0002678,0,0,0
7,Missouri,Benton,MW,0.4,2,1,5,0.0001071,5.36E-05,0.0002678,0,0,0
8,Missouri,Benton,MW,0.3,1.5,1,3,8.03E-05,5.36E-05,0.0001607,0,0,0
9,Missouri,Benton,MW,0.05,1,1,1,5.36E-05,5.36E-05,5.36E-05,0,0,0
10,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Benton,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Bollinger,MW,0.03,1,1,1,8.21E-05,8.21E-05,8.21E-05,0,0,0
6,Missouri,Bollinger,MW,0.43,5,2,23.5,0.0004104,0.0001642,0.001929,0,0,0
7,Missouri,Bollinger,MW,0.63,8,2,23.5,0.0006567,0.0001642,0.001929,0,0,0
8,Missouri,Bollinger,MW,0.61,4,2,8,0.0003283,0.0001642,0.0006567,0,0,0
9,Missouri,Bollinger,MW,0.2,1.5,1,3,0.0001231,8.21E-05,0.0002462,0,0,0
10,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Bollinger,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Boone,MW,0.01,1,1,1,5.72E-06,5.72E-06,5.72E-06,0,0,0
6,Missouri,Boone,MW,0.18,2,2,8.25,1.14E-05,1.14E-05,4.72E-05,0,0,0
7,Missouri,Boone,MW,0.44,2,1,6.25,1.14E-05,5.72E-06,3.57E-05,0,0,0
8,Missouri,Boone,MW,0.36,2,1,3,1.14E-05,5.72E-06,1.72E-05,0,0,0
9,Missouri,Boone,MW,0.09,1,1,1,5.72E-06,5.72E-06,5.72E-06,0,0,0
10,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Boone,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Buchanan,MW,0.01,2,2,2,2.25E-05,2.25E-05,2.25E-05,0,0,0
6,Missouri,Buchanan,MW,0.19,2,1,5,2.25E-05,1.12E-05,5.61E-05,0,0,0
7,Missouri,Buchanan,MW,0.45,3,1,6,3.37E-05,1.12E-05,6.73E-05,0,0,0
8,Missouri,Buchanan,MW,0.29,2,1,3,2.25E-05,1.12E-05,3.37E-05,0,0,0
9,Missouri,Buchanan,MW,0.05,1,1,1,1.12E-05,1.12E-05,1.12E-05,0,0,0
10,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Buchanan,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Butler,MW,0.09,1,1,2,2.33E-05,2.33E-05,4.66E-05,0,0,0
6,Missouri,Butler,MW,0.45,51,5,108,0.001187,0.0001164,0.002514,0,0,1
7,Missouri,Butler,MW,0.67,40,8.5,76.5,0.0009313,0.0001979,0.001781,0,0,0
8,Missouri,Butler,MW,0.65,8,2,20,0.0001863,4.66E-05,0.0004656,0,0,0
9,Missouri,Butler,MW,0.28,1,1,2,2.33E-05,2.33E-05,4.66E-05,0,0,0
10,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Butler,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Caldwell,MW,0.01,4,4,4,0.0004437,0.0004437,0.0004437,0,0,0
6,Missouri,Caldwell,MW,0.23,1,1,4.5,0.0001109,0.0001109,0.0004992,0,0,0
7,Missouri,Caldwell,MW,0.46,3,1,4,0.0003328,0.0001109,0.0004437,0,0,0
8,Missouri,Caldwell,MW,0.32,2,1,3,0.0002219,0.0001109,0.0003328,0,0,0
9,Missouri,Caldwell,MW,0.06,1,1,1,0.0001109,0.0001109,0.0001109,0,0,0
10,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Caldwell,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Callaway,MW,0.08,2,1,4.5,4.46E-05,2.23E-05,0.0001004,0,0,0
7,Missouri,Callaway,MW,0.44,3,1.75,7.5,6.69E-05,3.90E-05,0.0001673,0,0,0
8,Missouri,Callaway,MW,0.42,3,1.25,5,6.69E-05,2.79E-05,0.0001115,0,0,0
9,Missouri,Callaway,MW,0.09,1,1,2,2.23E-05,2.23E-05,4.46E-05,0,0,0
10,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Callaway,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Camden,MW,0.24,2,1,5,4.52E-05,2.26E-05,0.000113,0,0,0
7,Missouri,Camden,MW,0.33,2,1,6,4.52E-05,2.26E-05,0.0001356,0,0,0
8,Missouri,Camden,MW,0.35,2,1,3,4.52E-05,2.26E-05,6.78E-05,0,0,0
9,Missouri,Camden,MW,0.02,1,1,1,2.26E-05,2.26E-05,2.26E-05,0,0,0
10,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Camden,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Cape Girardeau,MW,0.04,1,1,34.25,1.27E-05,1.27E-05,0.0004359,0,0,0.25
6,Missouri,Cape Girardeau,MW,0.52,15,2,69.5,0.0001909,2.55E-05,0.0008845,0,0,0
7,Missouri,Cape Girardeau,MW,0.7,25.5,5.25,48.75,0.0003245,6.68E-05,0.0006204,0,0,0
8,Missouri,Cape Girardeau,MW,0.58,5,3,9.75,6.36E-05,3.82E-05,0.0001241,0,0,0
9,Missouri,Cape Girardeau,MW,0.28,1,1,3,1.27E-05,1.27E-05,3.82E-05,0,0,0
10,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Cape Girardeau,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
6,Missouri,Carroll,MW,0.18,1.5,1,3.75,0.0001668,0.0001112,0.000417,0,0,0
7,Missouri,Carroll,MW,0.41,2,1,6,0.0002224,0.0001112,0.0006672,0,0,0
8,Missouri,Carroll,MW,0.23,1,1,2.5,0.0001112,0.0001112,0.000278,0,0,0
9,Missouri,Carroll,MW,0.08,1,1,1,0.0001112,0.0001112,0.0001112,0,0,0
10,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
11,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
12,Missouri,Carroll,MW,0,0,0,0,0,0,0,0,0,0
1,Missouri,Carter,MW,0,0,0,0,0,0,0,0,0,0
2,Missouri,Carter,MW,0,0,0,0,0,0,0,0,0,0
3,Missouri,Carter,MW,0,0,0,0,0,0,0,0,0,0
4,Missouri,Carter,MW,0,0,0,0,0,0,0,0,0,0
5,Missouri,Carter,MW,0.02,2.5,1.75,3.25,0.0003991,0.0002794,0.0005188,0,0,0
6,Missouri,Carter,MW,0.29,6,1,24,0.0009579,0.0001596,0.003831,0,0,0
7,Missouri,Carter,MW,0.55,6,2,16,0.0009579,0.0003193,0.002554,0,0,0
